
행정구역코드,시도,시군구,동,nx,ny,sidoName,stationName
1100000000,서울특별시,,,60,127,서울,
1111000000,서울특별시,종로구,,60,127,서울,종로구
1111051500,서울특별시,종로구,청운효자동,60,127,서울,종로구
1111053000,서울특별시,종로구,사직동,60,127,서울,종로구
1111054000,서울특별시,종로구,삼청동,60,127,서울,종로구
1111055000,서울특별시,종로구,부암동,60,127,서울,종로구
1111056000,서울특별시,종로구,평창동,60,127,서울,종로구
1111057000,서울특별시,종로구,무악동,60,127,서울,종로구
1111058000,서울특별시,종로구,교남동,60,127,서울,종로구
1111060000,서울특별시,종로구,가회동,60,127,서울,종로구
1111061500,서울특별시,종로구,종로1.2.3.4가동,60,127,서울,종로구
1111063000,서울특별시,종로구,종로5.6가동,60,127,서울,종로구
1111064000,서울특별시,종로구,이화동,60,127,서울,종로구
1111065000,서울특별시,종로구,혜화동,60,127,서울,종로구
1111067000,서울특별시,종로구,창신제1동,61,127,서울,종로구
1111068000,서울특별시,종로구,창신제2동,60,127,서울,종로구
1111069000,서울특별시,종로구,창신제3동,60,127,서울,종로구
1111070000,서울특별시,종로구,숭인제1동,60,127,서울,종로구
1111071000,서울특별시,종로구,숭인제2동,61,127,서울,종로구
1114000000,서울특별시,중구,,60,127,서울,중구
1114052000,서울특별시,중구,소공동,60,127,서울,중구
1114054000,서울특별시,중구,회현동,60,126,서울,중구
1114055000,서울특별시,중구,명동,60,127,서울,중구
1114057000,서울특별시,중구,필동,60,127,서울,중구
1114058000,서울특별시,중구,장충동,60,127,서울,중구
1114059000,서울특별시,중구,광희동,60,127,서울,중구
1114060500,서울특별시,중구,을지로동,60,127,서울,중구
1114061500,서울특별시,중구,신당동,60,127,서울,중구
1114062500,서울특별시,중구,다산동,60,126,서울,중구
1114063500,서울특별시,중구,약수동,60,126,서울,중구
1114064500,서울특별시,중구,청구동,60,126,서울,중구
1114065000,서울특별시,중구,신당제5동,61,127,서울,중구
1114066500,서울특별시,중구,동화동,61,127,서울,중구
1114067000,서울특별시,중구,황학동,61,127,서울,중구
1114068000,서울특별시,중구,중림동,60,126,서울,중구
1117000000,서울특별시,용산구,,60,126,서울,용산구
1117051000,서울특별시,용산구,후암동,60,126,서울,용산구
1117052000,서울특별시,용산구,용산2가동,60,126,서울,용산구
1117053000,서울특별시,용산구,남영동,60,126,서울,용산구
1117055500,서울특별시,용산구,청파동,60,126,서울,용산구
1117056000,서울특별시,용산구,원효로제1동,60,126,서울,용산구
1117057000,서울특별시,용산구,원효로제2동,59,126,서울,용산구
1117058000,서울특별시,용산구,효창동,60,126,서울,용산구
1117059000,서울특별시,용산구,용문동,60,126,서울,용산구
1117062500,서울특별시,용산구,한강로동,60,126,서울,용산구
1117063000,서울특별시,용산구,이촌제1동,60,126,서울,용산구
1117064000,서울특별시,용산구,이촌제2동,59,126,서울,용산구
1117065000,서울특별시,용산구,이태원제1동,60,126,서울,용산구
1117066000,서울특별시,용산구,이태원제2동,60,126,서울,용산구
1117068500,서울특별시,용산구,한남동,60,126,서울,용산구
1117069000,서울특별시,용산구,서빙고동,60,126,서울,용산구
1117070000,서울특별시,용산구,보광동,60,126,서울,용산구
1120000000,서울특별시,성동구,,61,127,서울,성동구
1120052000,서울특별시,성동구,왕십리제2동,61,127,서울,성동구
1120053500,서울특별시,성동구,왕십리도선동,61,127,서울,성동구
1120054000,서울특별시,성동구,마장동,61,127,서울,성동구
1120055000,서울특별시,성동구,사근동,61,127,서울,성동구
1120056000,서울특별시,성동구,행당제1동,61,126,서울,성동구
1120057000,서울특별시,성동구,행당제2동,61,126,서울,성동구
1120058000,서울특별시,성동구,응봉동,61,126,서울,성동구
1120059000,서울특별시,성동구,금호1가동,61,126,서울,성동구
1120061500,서울특별시,성동구,금호2.3가동,61,126,서울,성동구
1120062000,서울특별시,성동구,금호4가동,61,126,서울,성동구
1120064500,서울특별시,성동구,옥수동,60,126,서울,성동구
1120065000,서울특별시,성동구,성수1가제1동,61,126,서울,성동구
1120066000,서울특별시,성동구,성수1가제2동,61,126,서울,성동구
1120067000,서울특별시,성동구,성수2가제1동,61,126,서울,성동구
1120069000,서울특별시,성동구,성수2가제3동,61,126,서울,성동구
1120072000,서울특별시,성동구,송정동,61,126,서울,성동구
1120079000,서울특별시,성동구,용답동,61,127,서울,성동구
1121500000,서울특별시,광진구,,62,126,서울,광진구
1121571000,서울특별시,광진구,화양동,61,126,서울,광진구
1121573000,서울특별시,광진구,군자동,62,126,서울,광진구
1121574000,서울특별시,광진구,중곡제1동,62,127,서울,광진구
1121575000,서울특별시,광진구,중곡제2동,62,127,서울,광진구
1121576000,서울특별시,광진구,중곡제3동,62,127,서울,광진구
1121577000,서울특별시,광진구,중곡제4동,62,127,서울,광진구
1121578000,서울특별시,광진구,능동,62,126,서울,광진구
1121581000,서울특별시,광진구,광장동,62,126,서울,광진구
1121582000,서울특별시,광진구,자양제1동,62,126,서울,광진구
1121583000,서울특별시,광진구,자양제2동,62,126,서울,광진구
1121584000,서울특별시,광진구,자양제3동,61,126,서울,광진구
1121584700,서울특별시,광진구,자양제4동,61,126,서울,광진구
1121585000,서울특별시,광진구,구의제1동,62,126,서울,광진구
1121586000,서울특별시,광진구,구의제2동,62,126,서울,광진구
1121587000,서울특별시,광진구,구의제3동,62,126,서울,광진구
1123000000,서울특별시,동대문구,,61,127,서울,동대문구
1123051500,서울특별시,동대문구,신설동,61,127,서울,동대문구
1123053300,서울특별시,동대문구,용두동,61,127,서울,동대문구
1123054500,서울특별시,동대문구,제기동,61,127,서울,동대문구
1123056000,서울특별시,동대문구,전농제1동,61,127,서울,동대문구
1123057000,서울특별시,동대문구,전농제2동,61,127,서울,동대문구
1123060000,서울특별시,동대문구,답십리제1동,61,127,서울,동대문구
1123061000,서울특별시,동대문구,답십리제2동,61,127,서울,동대문구
1123065000,서울특별시,동대문구,장안제1동,61,127,서울,동대문구
